,tconst,movie,runtime_minutes,genres,average_rating,release_date,production_budget,domestic_gross,worldwide_gross,Collections,Profit,release_year,Month,release_month,release_season,release_quarter
1991,tt2193215,thecounselor,117,"Crime,Drama,Thriller",5.3,2013-10-25,25000000,16973715,71009334,87983049,62983049,2013,October,10,Fall,Q4
50,tt0472399,themechanic,93,"Action,Crime,Thriller",6.6,2011-01-28,42500000,29121498,76347393,105468891,62968891,2011,January,1,winter/holiday,Q1
3156,tt6802308,the1517toparis,94,"Biography,Drama,Thriller",5.2,2018-02-09,30000000,36276286,56096200,92372486,62372486,2018,February,2,winter/holiday,Q1
3157,tt6850820,peppermint,101,"Action,Crime,Drama",6.5,2018-09-07,25000000,35418723,51800758,87219481,62219481,2018,September,9,Fall,Q3
2436,tt2609912,kevinhartletmeexplain,75,"Comedy,Documentary",6.8,2013-07-03,2500000,32244051,32327255,64571306,62071306,2013,July,7,summer,Q3
1093,tt1572315,texaschainsaw3d,92,"Horror,Thriller",4.8,2013-01-04,20000000,34341945,47666013,82007958,62007958,2013,January,1,winter/holiday,Q1
371,tt1210047,snatched,107,"Comedy,Crime,Mystery",5.9,2017-05-12,42000000,45852178,57852177,103704355,61704355,2017,May,5,spring,Q2
903,tt1488555,thechangeup,112,"Comedy,Fantasy",6.3,2011-08-05,52000000,37243418,75997067,113240485,61240485,2011,August,8,summer,Q3
104,tt0815236,shesoutofmyleague,104,"Comedy,Romance",6.4,2010-03-12,20000000,32010860,48680977,80691837,60691837,2010,March,3,spring,Q1
1027,tt1542344,127hours,94,"Adventure,Biography,Drama",7.6,2010-11-05,18000000,18335230,60217171,78552401,60552401,2010,November,11,Fall,Q4
193,tt0985694,machete,105,"Action,Crime,Thriller",6.6,2010-09-03,12500000,26593646,46370970,72964616,60464616,2010,September,9,Fall,Q3
359,tt1195478,thefiveyearengagement,124,"Comedy,Romance",6.2,2012-04-27,30000000,28700285,61623819,90324104,60324104,2012,April,4,spring,Q2
2150,tt2229499,donjon,90,"Comedy,Drama,Romance",6.6,2013-09-27,5500000,24477704,41268579,65746283,60246283,2013,September,9,Fall,Q3
7,tt0365907,awalkamongthetombstones,114,"Action,Crime,Drama",6.5,2014-09-19,28000000,26017685,62108587,88126272,60126272,2014,September,9,Fall,Q3
1289,tt1661382,grudgematch,113,"Comedy,Drama,Sport",6.4,2013-12-25,40000000,29807260,69807260,99614520,59614520,2013,December,12,winter/holiday,Q4
704,tt1403981,rememberme,113,"Drama,Romance",7.1,2010-03-12,16000000,19068240,56506120,75574360,59574360,2010,March,3,spring,Q1
1813,tt1991245,chernobyldiaries,86,"Horror,Mystery,Thriller",5.0,2012-05-25,1000000,18119640,42411721,60531361,59531361,2012,May,5,spring,Q2
2549,tt2918436,thelazaruseffect,83,"Horror,Mystery,Sci-Fi",5.2,2015-02-27,5000000,25801570,38359310,64160880,59160880,2015,February,2,winter/holiday,Q1
389,tt1211956,escapeplan,115,"Action,Crime,Mystery",6.7,2013-10-18,70000000,25135965,103735965,128871930,58871930,2013,October,10,Fall,Q4
2757,tt3480796,vice,96,"Action,Adventure,Sci-Fi",4.2,2018-12-25,60000000,47836282,70883171,118719453,58719453,2018,December,12,winter/holiday,Q4
343,tt1178665,awalkinthewoods,104,"Adventure,Biography,Comedy",6.3,2015-09-02,8000000,29499394,37119358,66618752,58618752,2015,September,9,Fall,Q3
140,tt0889573,theswitch,101,"Comedy,Drama,Romance",6.1,2010-08-20,19000000,27758465,49858465,77616930,58616930,2010,August,8,summer,Q3
856,tt1458175,thenextthreedays,133,"Action,Crime,Drama",7.4,2010-11-19,30000000,21148651,67255916,88404567,58404567,2010,November,11,Fall,Q4
2531,tt2870612,asabovesobelow,93,"Adventure,Horror,Mystery",6.2,2014-08-29,5000000,21222315,41824066,63046381,58046381,2014,August,8,summer,Q3
1063,tt1563738,oneday,107,"Drama,Romance",7.0,2011-08-19,15000000,13843771,59168692,73012463,58012463,2011,August,8,summer,Q3
1414,tt1728973,thefamily,88,"Horror,Thriller",5.0,2013-09-13,30000000,36918811,51078541,87997352,57997352,2013,September,9,Fall,Q3
418,tt1226753,thedebt,113,"Drama,Thriller",6.9,2011-08-31,20000000,31177548,46604054,77781602,57781602,2011,August,8,summer,Q3
904,tt1488602,theforest,98,"Horror,Thriller",3.5,2016-01-08,10000000,26594261,40749230,67343491,57343491,2016,January,1,winter/holiday,Q1
641,tt1371111,cloudatlas,172,"Action,Drama,Mystery",7.4,2012-10-26,102000000,27108272,130673154,157781426,55781426,2012,October,10,Fall,Q4
642,tt1371150,thisiswhereileaveyou,103,"Comedy,Drama",6.6,2014-09-19,20000000,34296320,41296320,75592640,55592640,2014,September,9,Fall,Q3
1866,tt2058673,pointbreak,114,"Action,Crime,Sport",5.3,2015-12-25,100000000,28782481,126704591,155487072,55487072,2015,December,12,winter/holiday,Q4
2668,tt3316960,stillalice,101,Drama,7.5,2015-01-16,5000000,18656400,41699612,60356012,55356012,2015,January,1,winter/holiday,Q1
87,tt0780653,thewolfman,103,"Drama,Fantasy,Horror",5.8,2010-02-12,150000000,62189884,142634358,204824242,54824242,2010,February,2,winter/holiday,Q1
1298,tt1666185,alleyezonme,139,"Biography,Drama,Music",5.8,2017-06-16,45000000,44922302,54876855,99799157,54799157,2017,June,6,summer,Q2
2828,tt3727750,gifted,104,Documentary,7.0,2017-04-07,7000000,24801212,36964656,61765868,54765868,2017,April,4,spring,Q2
706,tt1405500,forcoloredgirls,133,Drama,6.1,2010-11-05,21000000,37729698,38017873,75747571,54747571,2010,November,11,Fall,Q4
2908,tt4136084,florencefosterjenkins,111,"Biography,Comedy,Drama",6.8,2016-08-12,29000000,27383770,56000339,83384109,54384109,2016,August,8,summer,Q3
3137,tt6306064,adrift,96,"Action,Adventure,Biography",6.6,2018-06-01,35000000,31445011,57897191,89342202,54342202,2018,June,6,summer,Q2
401,tt1213663,theworldsend,109,"Action,Comedy,Sci-Fi",7.0,2013-08-23,20000000,26004851,47508505,73513356,53513356,2013,August,8,summer,Q3
1578,tt1817273,theplacebeyondthepines,140,"Crime,Drama,Thriller",7.3,2013-03-29,15000000,21403519,47011449,68414968,53414968,2013,March,3,spring,Q1
2805,tt3640424,allied,124,"Action,Drama,Romance",7.1,2016-11-23,106000000,40098064,119266661,159364725,53364725,2016,November,11,Fall,Q4
115,tt0822847,priest,87,"Action,Adventure,Fantasy",5.7,2011-05-13,60000000,29136626,84154026,113290652,53290652,2011,May,5,spring,Q2
121,tt0842926,thekidsareallright,106,"Comedy,Drama,Romance",7.0,2010-07-09,4000000,20811365,36275469,57086834,53086834,2010,July,7,summer,Q3
1377,tt1706620,snowpiercer,126,"Action,Drama,Sci-Fi",7.1,2014-06-27,40000000,4563029,88069880,92632909,52632909,2014,June,6,summer,Q2
318,tt1137450,deathwish,107,"Action,Crime,Drama",6.4,2018-03-02,30000000,34017028,48575965,82592993,52592993,2018,March,3,spring,Q1
2430,tt2582782,hellorhighwater,102,"Action,Crime,Drama",7.6,2016-08-12,12000000,27007844,37584304,64592148,52592148,2016,August,8,summer,Q3
1736,tt1921064,pompeii,105,"Action,Adventure,Drama",5.5,2014-02-21,80000000,23169033,108469033,131638066,51638066,2014,February,2,winter/holiday,Q1
3115,tt5734576,thepossessionofhannahgrace,86,"Horror,Mystery,Thriller",5.2,2018-11-30,6000000,14836174,42785387,57621561,51621561,2018,November,11,Fall,Q4
188,tt0978764,suckerpunch,110,"Action,Adventure,Fantasy",6.1,2011-03-25,75000000,36392502,89758389,126150891,51150891,2011,March,3,spring,Q1
2413,tt2554274,crimsonpeak,119,"Drama,Fantasy,Horror",6.5,2015-10-16,55000000,31090320,74966854,106057174,51057174,2015,October,10,Fall,Q4
307,tt1126618,morningglory,107,"Comedy,Drama,Romance",6.5,2010-11-10,40000000,31011732,59795070,90806802,50806802,2010,November,11,Fall,Q4
47,tt0470752,exmachina,108,"Drama,Mystery,Sci-Fi",7.7,2015-04-10,13000000,25440971,38358392,63799363,50799363,2015,April,4,spring,Q2
1549,tt1798709,her,126,"Drama,Romance,Sci-Fi",8.0,2014-01-10,23000000,25568251,48163815,73732066,50732066,2014,January,1,winter/holiday,Q1
1253,tt1647668,milliondollararm,124,"Biography,Drama,Sport",7.0,2014-05-16,25000000,36447959,39217912,75665871,50665871,2014,May,5,spring,Q2
2227,tt2279339,lovethecoopers,107,"Comedy,Fantasy,Romance",5.8,2015-11-13,18000000,26302731,42227490,68530221,50530221,2015,November,11,Fall,Q4
669,tt1389139,whentheboughbreaks,107,"Crime,Drama,Horror",5.1,2016-09-09,10000000,29747603,30768449,60516052,50516052,2016,September,9,Fall,Q3
1181,tt1617661,jupiterascending,127,"Action,Adventure,Sci-Fi",5.3,2015-02-06,179000000,47482519,181982519,229465038,50465038,2015,February,2,winter/holiday,Q1
1193,tt1622547,30minutesorless,83,"Action,Comedy,Crime",6.1,2011-08-12,28000000,37053924,40966716,78020640,50020640,2011,August,8,summer,Q3
2803,tt3623726,rickiandtheflash,101,"Comedy,Drama,Music",5.9,2015-08-07,18000000,26839498,41166033,68005531,50005531,2015,August,8,summer,Q3
2240,tt2296697,concussion,96,Drama,5.7,2015-12-25,35000000,34531832,50363790,84895622,49895622,2015,December,12,winter/holiday,Q4
2263,tt2312718,homefront,100,"Action,Thriller",6.5,2013-11-27,22000000,20158492,51695362,71853854,49853854,2013,November,11,Fall,Q4
2302,tt2364841,runnerrunner,88,"Crime,Thriller",5.6,2013-10-04,30000000,19316646,60512680,79829326,49829326,2013,October,10,Fall,Q4
1022,tt1540011,blairwitch,89,"Horror,Mystery,Thriller",5.0,2016-09-16,10000000,20777061,38985577,59762638,49762638,2016,September,9,Fall,Q3
284,tt1093357,thedarkesthour,89,"Action,Adventure,Horror",4.9,2011-12-25,34800000,21443494,62831715,84275209,49475209,2011,December,12,winter/holiday,Q4
530,tt1285009,thestrangerspreyatnight,85,Horror,5.2,2018-03-09,5000000,24431472,29960051,54391523,49391523,2018,March,3,spring,Q1
1942,tt2121286,homeagain,104,Drama,6.6,2017-09-08,15000000,27020284,37336874,64357158,49357158,2017,September,9,Fall,Q3
1098,tt1578275,thedilemma,111,"Comedy,Drama",5.3,2011-01-14,70000000,48475290,70546865,119022155,49022155,2011,January,1,winter/holiday,Q1
3023,tt4799050,roughnight,101,"Comedy,Crime,Thriller",5.2,2017-06-16,20000000,22105643,46844357,68950000,48950000,2017,June,6,summer,Q2
330,tt1152398,beastly,86,"Drama,Fantasy,Romance",5.6,2011-03-04,17000000,27865571,38028230,65893801,48893801,2011,March,3,spring,Q1
1315,tt1674771,entourage,104,Comedy,6.6,2015-06-03,30000000,32363404,46438538,78801942,48801942,2015,June,6,summer,Q2
2431,tt2582802,whiplash,106,"Drama,Music",8.5,2014-10-10,3300000,13092006,38969037,52061043,48761043,2014,October,10,Fall,Q4
2585,tt3042592,brothers,104,Action,5.1,2009-12-04,26000000,28544157,45043870,73588027,47588027,2009,December,12,winter/holiday,Q4
2733,tt3401882,fistfight,91,Comedy,5.6,2017-02-17,25000000,32187017,40286416,72473433,47473433,2017,February,2,winter/holiday,Q1
1595,tt1828325,thegambler,105,Drama,7.0,2014-12-10,25000000,33680992,38718031,72399023,47399023,2014,December,12,winter/holiday,Q4
1021,tt1538403,themortalinstrumentscityofbones,130,"Action,Fantasy,Horror",5.9,2013-08-21,60000000,31165421,75965567,107130988,47130988,2013,August,8,summer,Q3
847,tt1449283,winniethepooh,63,"Adventure,Animation,Comedy",7.2,2011-07-15,30000000,26692846,50145607,76838453,46838453,2011,July,7,summer,Q3
434,tt1230204,sammysavonturendegeheimedoorgang,88,"Adventure,Animation,Family",6.1,2010-12-31,25000000,0,71594792,71594792,46594792,2010,December,12,winter/holiday,Q4
553,tt1298649,thewatch,102,"Action,Comedy,Horror",5.7,2012-07-27,55000000,34353000,67130045,101483045,46483045,2012,July,7,summer,Q3
2826,tt3722070,theladyinthevan,104,"Biography,Comedy,Drama",6.7,2016-01-15,6000000,10021175,42320503,52341678,46341678,2016,January,1,winter/holiday,Q1
2881,tt4030600,thebyebyeman,96,"Drama,Fantasy,Horror",4.3,2017-01-13,7400000,22395806,31187727,53583533,46183533,2017,January,1,winter/holiday,Q1
2013,tt2215719,katyperrypartofme,93,"Documentary,Music",5.9,2012-07-05,12000000,25326071,32700439,58026510,46026510,2012,July,7,summer,Q3
2848,tt3799694,theniceguys,116,"Action,Comedy,Crime",7.4,2016-05-20,50000000,36261763,59596747,95858510,45858510,2016,May,5,spring,Q2
2761,tt3486626,thenutjob2nuttybynature,91,"Adventure,Animation,Comedy",5.5,2017-08-11,40000000,28370522,57438389,85808911,45808911,2017,August,8,summer,Q3
1228,tt1637706,ouridiotbrother,90,"Comedy,Drama",6.4,2011-08-26,5000000,24814830,25861249,50676079,45676079,2011,August,8,summer,Q3
2172,tt2247476,whenthegamestandstall,115,"Drama,Family,Sport",6.7,2014-08-22,15000000,30127963,30138912,60266875,45266875,2014,August,8,summer,Q3
2566,tt2967224,hotpursuit,87,"Action,Comedy,Crime",5.1,2015-05-08,35000000,34580201,45671512,80251713,45251713,2015,May,5,spring,Q2
1108,tt1588337,deshommesetdesdieux,122,"Drama,History",7.2,2011-02-25,5000000,3954651,46263525,50218176,45218176,2011,February,2,winter/holiday,Q1
2501,tt2752758,devilsdue,89,"Horror,Mystery,Thriller",4.1,2014-01-17,7000000,15821461,36146087,51967548,44967548,2014,January,1,winter/holiday,Q1
2347,tt2402157,thenovemberman,108,"Action,Crime,Thriller",6.3,2014-08-27,15000000,25018119,34820335,59838454,44838454,2014,August,8,summer,Q3
2974,tt4572514,patriotsday,133,"Action,Crime,Drama",7.4,2016-12-21,40000000,31886361,52837989,84724350,44724350,2016,December,12,winter/holiday,Q4
231,tt10300662,kidnap,104,Drama,7.5,2017-08-04,21000000,30718107,34836080,65554187,44554187,2017,August,8,summer,Q3
1655,tt1853739,yourenext,95,"Action,Comedy,Horror",6.6,2013-08-23,1000000,18494006,26887177,45381183,44381183,2013,August,8,summer,Q3
2017,tt2224026,home,94,"Adventure,Animation,Comedy",6.6,2009-04-23,500000,15433,44793168,44808601,44308601,2009,April,4,spring,Q2
639,tt1366344,thesitter,81,Comedy,5.7,2011-12-09,25000000,30542576,38749404,69291980,44291980,2011,December,12,winter/holiday,Q4
2348,tt2402927,carol,118,"Drama,Romance",7.2,2015-11-20,11800000,12711491,42843521,55555012,43755012,2015,November,11,Fall,Q4
1994,tt2199571,runallnight,114,"Action,Drama,Thriller",6.6,2015-03-13,50000000,26461644,66961644,93423288,43423288,2015,March,3,spring,Q1
1405,tt1727388,thewaywayback,103,"Comedy,Drama",7.4,2013-07-05,5000000,21502690,26853810,48356500,43356500,2013,July,7,summer,Q3
2370,tt2436386,projectalmanac,106,"Drama,Mystery,Sci-Fi",6.4,2015-01-30,12000000,22348241,32909437,55257678,43257678,2015,January,1,winter/holiday,Q1
2511,tt2786328,thecircle,48,"Adventure,Documentary,History",7.6,2017-04-28,18000000,20497844,40651864,61149708,43149708,2017,April,4,spring,Q2
1748,tt1935179,mud,130,Drama,7.4,2013-04-26,10000000,21590086,31556959,53147045,43147045,2013,April,4,spring,Q2
519,tt1273678,thespynextdoor,94,"Action,Comedy,Family",5.5,2010-01-15,28000000,24307106,46752858,71059964,43059964,2010,January,1,winter/holiday,Q1
3081,tt5439796,loganlucky,118,"Comedy,Crime,Drama",7.0,2017-08-18,29000000,27778642,44264271,72042913,43042913,2017,August,8,summer,Q3
254,tt1067774,montecarlo,109,"Adventure,Comedy,Family",5.8,2011-07-01,20000000,23186769,39686769,62873538,42873538,2011,July,7,summer,Q3
3000,tt4669788,onthebasisofsex,120,"Biography,Drama",6.9,2018-12-25,20000000,24622687,38073377,62696064,42696064,2018,December,12,winter/holiday,Q4
66,tt0485985,redtails,125,"Action,Adventure,Drama",5.9,2012-01-20,58000000,49876377,50365498,100241875,42241875,2012,January,1,winter/holiday,Q1
1853,tt2039338,flatliners,109,"Drama,Horror,Mystery",5.2,2017-09-29,20000000,16883115,45173738,62056853,42056853,2017,September,9,Fall,Q3
1791,tt1972779,thebestofme,118,"Drama,Romance",6.7,2014-10-17,26000000,26766213,41059418,67825631,41825631,2014,October,10,Fall,Q4
3090,tt5580266,thehateugive,133,"Crime,Drama",7.3,2018-10-05,23000000,29719483,35067665,64787148,41787148,2018,October,10,Fall,Q4
1968,tt2172934,3daystokill,117,"Action,Drama,Thriller",6.2,2014-02-21,28000000,30697999,38959900,69657899,41657899,2014,February,2,winter/holiday,Q1
2321,tt2387433,darkskies,97,"Horror,Sci-Fi,Thriller",6.3,2013-02-22,3500000,17418667,27704111,45122778,41622778,2013,February,2,winter/holiday,Q1
1774,tt1961175,americanassassin,112,"Action,Thriller",6.2,2017-09-15,63000000,36249674,68310140,104559814,41559814,2017,September,9,Fall,Q3
1184,tt1619029,jackie,100,"Biography,Drama,History",6.7,2016-12-02,9000000,13960394,36588512,50548906,41548906,2016,December,12,winter/holiday,Q4
2290,tt2357129,jobs,128,"Biography,Drama",5.9,2013-08-16,18000000,16131410,43402515,59533925,41533925,2013,August,8,summer,Q3
1864,tt2057392,eyeinthesky,102,"Drama,Thriller,War",7.3,2016-03-11,13000000,18704596,35402802,54107398,41107398,2016,March,3,spring,Q1
970,tt1517260,thehost,125,"Action,Adventure,Drama",5.9,2013-03-29,50000000,26623701,64477051,91100752,41100752,2013,March,3,spring,Q1
601,tt1334512,arthur,110,"Comedy,Romance",5.7,2011-04-08,40000000,33035397,47787943,80823340,40823340,2011,April,4,spring,Q2
1922,tt2101441,springbreakers,94,"Comedy,Crime,Drama",5.3,2013-03-15,5000000,14124286,31149251,45273537,40273537,2013,March,3,spring,Q1
58,tt0478304,thetreeoflife,139,"Drama,Fantasy",6.8,2011-05-27,35000000,13305665,61721826,75027491,40027491,2011,May,5,spring,Q2
2767,tt3521126,thedisasterartist,104,"Biography,Comedy,Drama",7.4,2017-12-01,10000000,21120616,28717667,49838283,39838283,2017,December,12,winter/holiday,Q4
404,tt1216492,leapyear,100,"Comedy,Romance",6.5,2010-01-08,19000000,25918920,32618920,58537840,39537840,2010,January,1,winter/holiday,Q1
2510,tt2784678,topfive,102,"Comedy,Romance",6.4,2014-12-12,12000000,25317379,26001741,51319120,39319120,2014,December,12,winter/holiday,Q4
1508,tt1772240,apollo18,86,"Horror,Mystery,Sci-Fi",5.2,2011-09-02,5000000,17686929,26517819,44204748,39204748,2011,September,9,Fall,Q3
1502,tt1764234,killingthemsoftly,97,"Crime,Thriller",6.2,2012-11-30,15000000,14945541,39238443,54183984,39183984,2012,November,11,Fall,Q4
1698,tt1876451,sparkle,116,"Drama,Music",5.7,2012-08-17,10000000,24397469,24660323,49057792,39057792,2012,August,8,summer,Q3
1269,tt1655420,myweekwithmarilyn,99,"Biography,Drama",7.0,2011-11-23,10000000,14597405,34240572,48837977,38837977,2011,November,11,Fall,Q4
77,tt0493949,ramonaandbeezus,103,"Adventure,Comedy,Family",6.6,2010-07-23,15000000,26167002,27469621,53636623,38636623,2010,July,7,summer,Q3
730,tt1414382,youagain,105,"Comedy,Family,Romance",5.8,2010-09-24,20000000,25702053,32838945,58540998,38540998,2010,September,9,Fall,Q3
1347,tt1694020,theguilttrip,95,"Comedy,Drama",5.8,2012-12-19,40000000,37134215,41294674,78428889,38428889,2012,December,12,winter/holiday,Q4
1789,tt1972571,amostwantedman,122,"Crime,Drama,Thriller",6.8,2014-07-25,15000000,17237855,36068890,53306745,38306745,2014,July,7,summer,Q3
1039,tt1555069,maryqueenofscots,119,"Biography,Drama,History",5.5,2018-12-07,25000000,16468499,46734733,63203232,38203232,2018,December,12,winter/holiday,Q4
507,tt1270761,dontbeafraidofthedark,99,"Fantasy,Horror,Thriller",5.6,2011-08-26,25000000,24046682,39126427,63173109,38173109,2011,August,8,summer,Q3
2265,tt2318092,endlesslove,104,"Drama,Romance",6.3,2014-02-14,20000000,23438250,34718173,58156423,38156423,2014,February,2,winter/holiday,Q1
3172,tt7388562,paulapostleofchrist,108,"Adventure,Biography,Drama",6.7,2018-03-23,5000000,17547999,25529498,43077497,38077497,2018,March,3,spring,Q1
2621,tt3170832,room,118,"Drama,Thriller",8.2,2015-10-16,13000000,14677674,36262783,50940457,37940457,2015,October,10,Fall,Q4
352,tt1188996,mynameiskhan,165,Drama,8.0,2010-02-12,8470000,4046336,42355526,46401862,37931862,2010,February,2,winter/holiday,Q1
1672,tt1867035,race,150,Drama,3.9,2016-02-19,5000000,19115191,23745772,42860963,37860963,2016,February,2,winter/holiday,Q1
264,tt1083452,eddietheeagle,106,"Biography,Comedy,Drama",7.4,2016-02-26,23000000,15789389,45060480,60849869,37849869,2016,February,2,winter/holiday,Q1
1286,tt1659337,theperksofbeingawallflower,103,Drama,8.0,2012-09-21,13000000,17742948,33069303,50812251,37812251,2012,September,9,Fall,Q3
1746,tt1931435,thebigwedding,89,"Comedy,Drama,Romance",5.6,2013-04-26,32500000,21819348,48425971,70245319,37745319,2013,April,4,spring,Q2
437,tt1232200,thatsmyboy,116,Comedy,5.6,2012-06-15,57500000,36931089,58085235,95016324,37516324,2012,June,6,summer,Q2
2999,tt4669186,kevinhartwhatnow,96,"Comedy,Documentary",5.9,2016-10-14,10000000,23591043,23591043,47182086,37182086,2016,October,10,Fall,Q4
1959,tt2159988,thewalk,89,"Crime,Thriller",6.8,2015-09-30,35000000,10161183,61492104,71653287,36653287,2015,September,9,Fall,Q3
1848,tt2034139,thelastexorcismpartii,88,"Drama,Horror,Thriller",4.0,2013-03-01,4000000,15179303,25448707,40628010,36628010,2013,March,3,spring,Q1
2686,tt3332064,pan,111,"Adventure,Comedy,Family",5.8,2015-10-09,150000000,35088320,151525973,186614293,36614293,2015,October,10,Fall,Q4
320,tt1139328,theghostwriter,128,"Drama,Mystery,Thriller",7.2,2010-02-19,45000000,15541549,65532491,81074040,36074040,2010,February,2,winter/holiday,Q1
341,tt1171222,baggageclaim,96,Comedy,5.1,2013-09-27,8500000,21569509,22885836,44455345,35955345,2013,September,9,Fall,Q3
2641,tt3235888,itfollows,100,"Horror,Mystery",6.9,2015-03-13,2000000,14674077,23250755,37924832,35924832,2015,March,3,spring,Q1
768,tt1438254,charliestcloud,99,"Drama,Fantasy,Romance",6.5,2010-07-30,44000000,31206263,48478084,79684347,35684347,2010,July,7,summer,Q3
1854,tt2042568,insidellewyndavis,104,"Drama,Music",7.5,2013-12-06,11000000,13248209,32943247,46191456,35191456,2013,December,12,winter/holiday,Q4
2337,tt2390361,enoughsaid,93,"Comedy,Drama,Romance",7.0,2013-09-18,8000000,17550872,25621449,43172321,35172321,2013,September,9,Fall,Q3
757,tt1433108,faster,98,"Action,Crime,Drama",6.5,2010-11-24,24000000,23240020,35792945,59032965,35032965,2010,November,11,Fall,Q4
1529,tt1781769,annakarenina,129,"Drama,Romance",6.6,2012-11-16,49000000,12816367,71004627,83820994,34820994,2012,November,11,Fall,Q4
3041,tt4981636,middleschooltheworstyearsofmylife,92,"Comedy,Family",6.1,2016-10-07,8500000,20007149,23311293,43318442,34818442,2016,October,10,Fall,Q4
1379,tt1710396,joyfulnoise,118,"Comedy,Drama,Music",5.8,2012-01-13,27500000,30932113,31157914,62090027,34590027,2012,January,1,winter/holiday,Q1
1747,tt1931533,sevenpsychopaths,110,"Comedy,Crime",7.2,2012-10-12,13500000,15024049,33035736,48059785,34559785,2012,October,10,Fall,Q4
2539,tt2883434,blackorwhite,121,Drama,6.6,2015-01-30,9000000,21571189,21971021,43542210,34542210,2015,January,1,winter/holiday,Q1
2523,tt2828996,ahauntedhouse2,86,"Comedy,Fantasy",4.7,2014-04-18,4000000,17329487,21206861,38536348,34536348,2014,April,4,spring,Q2
3126,tt6003368,diaryofawimpykidthelonghaul,91,"Comedy,Family",4.4,2017-05-19,22000000,20738724,35609577,56348301,34348301,2017,May,5,spring,Q2
1945,tt2125435,beastsofthesouthernwild,93,"Adventure,Drama,Fantasy",7.3,2012-06-27,1800000,12795746,23265132,36060878,34260878,2012,June,6,summer,Q2
1160,tt1608290,zoolander2,101,Comedy,4.7,2016-02-12,50000000,28848693,55348693,84197386,34197386,2016,February,2,winter/holiday,Q1
1950,tt2139881,longshot,125,"Comedy,Romance",7.2,2019-05-03,40000000,30202860,43711031,73913891,33913891,2019,May,5,spring,Q2
2381,tt2473602,getonup,139,"Biography,Drama,Music",6.9,2014-08-01,30000000,30569935,33339868,63909803,33909803,2014,August,8,summer,Q3
1142,tt1602620,amour,127,"Drama,Romance",7.9,2012-12-19,9700000,6738954,36787044,43525998,33825998,2012,December,12,winter/holiday,Q4
2014,tt2223990,draftday,110,"Drama,Sport",6.8,2014-04-11,25000000,28842237,29847480,58689717,33689717,2014,April,4,spring,Q2
237,tt1034389,theeagle,114,"Action,Adventure,Drama",6.2,2011-02-11,25000000,19490041,38993548,58483589,33483589,2011,February,2,winter/holiday,Q1
156,tt0947810,greenzone,115,"Action,Drama,Thriller",6.8,2010-03-12,100000000,35497337,97523020,133020357,33020357,2010,March,3,spring,Q1
1476,tt1741273,secretintheireyes,111,"Crime,Drama,Mystery",6.3,2015-11-20,20000000,20180155,32608019,52788174,32788174,2015,November,11,Fall,Q4
2274,tt2334649,fruitvalestation,85,"Biography,Drama,Romance",7.5,2013-07-12,900000,16098998,17549645,33648643,32748643,2013,July,7,summer,Q3
3107,tt5688932,sorrytobotheryou,111,"Comedy,Fantasy,Sci-Fi",7.0,2018-07-06,3200000,17493096,18285560,35778656,32578656,2018,July,7,summer,Q3
190,tt0979434,lotteryticket,99,Comedy,5.0,2010-08-20,17000000,24719879,24719879,49439758,32439758,2010,August,8,summer,Q3
929,tt1506999,haywire,93,"Action,Drama,Thriller",5.8,2012-01-20,23000000,18942396,36374700,55317096,32317096,2012,January,1,winter/holiday,Q1
303,tt1126590,bigeyes,106,"Biography,Crime,Drama",7.0,2014-12-25,10000000,14482031,27317872,41799903,31799903,2014,December,12,winter/holiday,Q4
1501,tt1764183,arbitrage,107,"Drama,Thriller",6.6,2012-09-14,12000000,7919574,35830713,43750287,31750287,2012,September,9,Fall,Q3
299,tt1121096,seventhson,102,"Action,Adventure,Fantasy",5.5,2015-02-06,95000000,17725785,108874967,126600752,31600752,2015,February,2,winter/holiday,Q1
708,tt1407061,justwright,100,"Comedy,Romance,Sport",5.9,2010-05-14,12000000,21540363,21867665,43408028,31408028,2010,May,5,spring,Q2
1724,tt1904996,parker,118,"Action,Crime,Thriller",6.2,2013-01-25,35000000,17616641,48543388,66160029,31160029,2013,January,1,winter/holiday,Q1
487,tt1255919,holmeswatson,90,"Adventure,Comedy,Crime",3.8,2018-12-25,42000000,30568743,41926605,72495348,30495348,2018,December,12,winter/holiday,Q4
2391,tt2503944,burnt,101,"Comedy,Drama",6.6,2015-10-30,20000000,13651946,36773510,50425456,30425456,2015,October,10,Fall,Q4
1581,tt1821549,nebraska,115,"Adventure,Comedy,Drama",7.7,2013-11-15,12000000,17654912,24761360,42416272,30416272,2013,November,11,Fall,Q4
1034,tt1549920,thelaststand,107,"Action,Thriller",6.4,2013-01-18,30000000,12050299,48330757,60381056,30381056,2013,January,1,winter/holiday,Q1
2680,tt3330566,mother,64,"Documentary,Drama,Fantasy",7.8,2017-09-15,30000000,17800004,42531076,60331080,30331080,2017,September,9,Fall,Q3
599,tt1333125,movie43,94,Comedy,4.3,2013-01-25,10000000,8840453,31164747,40005200,30005200,2013,January,1,winter/holiday,Q1
2354,tt2404233,godsofegypt,127,"Action,Adventure,Fantasy",5.4,2016-02-26,140000000,31153464,138836756,169990220,29990220,2016,February,2,winter/holiday,Q1
2001,tt2205401,addicted,106,"Drama,Thriller",5.2,2014-10-10,5000000,17390770,17499242,34890012,29890012,2014,October,10,Fall,Q4
